"addi C3 NMR shift","aryl hali C1 NMR","base N1 elec charge","liga C10 NMR shift","y.obs","mu.hat","g(mu.hat)","intercept","addi","aryl","base","liga","addi:aryl","addi:base","addi:liga","aryl:base","aryl:liga","base:liga","addi:aryl:base","addi:aryl:liga","addi:base:liga","aryl:base:liga","addi:aryl:base:liga"
"152.44","134.17","-0.755","139.15","0.04950264","0.05452313","-18.3408376"," -7.816919130","  1.356511698","-22.049135813"," -2.271008308","  1.461248710"," -0.119011540","  2.143470075","  0.252353218","  5.581703476","  6.702167409"," -0.924142983"," -0.744830694","  0.007469021"," -0.378163173"," -1.967522827","  0.424973264"
"153.95","134.48","-0.611","139.04","0.04936303","0.1070463","-9.3340465","-7.816919130"," 2.516882179","-2.892260649"," 2.852750591","-0.518165553","-0.005833753","-1.417003739"," 0.043416089","-0.653314374","-1.764524069"," 0.706019773"," 0.053670150","-0.190679698"," 0.063629856","-0.337512104"," 0.025797941"
"143.07","132.85","-0.784","139.58","0.04892554","0.09266802","-10.7888076","-7.81691913","-3.77121445"," 5.82232759","-0.58174228","-3.44229294","-0.54075227"," 0.82523948","-0.79460794","-0.06597147","-0.10334396"," 0.05983383","-0.18468721"," 0.08955488","-0.11281053","-0.20130369"," 0.02988251"
"148.88","-339.2","-0.784","139.58","0.04889819","0.07497501","-13.3374903","-7.81691913","-7.41839361"," 7.66218589","-0.58174228","-3.44229294"," 0.35148798","-0.57221366","-0.15311656"," 0.29312370"," 0.09305297"," 0.05983383"," 0.19503350","-0.83471932"," 0.21261390","-1.21567997","-0.16974465"
"141.82","-625.55","-0.755","139.04","0.04885147","0.04384448","-22.8078907"," -7.81691913","-11.95334524","  3.40717505"," -2.27100831"," -0.51816555"," -0.08008142"," -4.55780019"," -0.57089443","  0.78896161","  2.09905288"," -0.24948495","  0.32426158"," -0.05665806"," -1.09975242"," -0.30188198","  0.04864983"
"141.82","156.88","-0.755","140.09","0.04840595","0.05299436","-18.8699308"," -7.8169191","-11.9533452","  7.8296367"," -2.2710083","  2.4992098"," -0.8218058"," -4.5578002"," -0.4901306"," -0.6286129","  0.3150451"," -0.3734892"," -1.7122403","  0.8729741"," -0.2558613"," -0.5938273","  1.0882438"
"153.74","139.77","-0.611","139.58","0.04820162","0.1135428","-8.7955240","-7.81691913"," 2.94516355","-3.45266395"," 2.85275059","-3.44229294","-1.43315679","-0.92506749"," 0.88763259"," 0.40721149"," 2.87681901","-1.60695099","-0.08660148","-0.11764412","-0.04150359"," 0.01125261"," 0.14644659"
"154.33","133.69","-0.755","139.15","0.04809216","0.1940793","-4.9740758","-7.81691913"," 3.93512034"," 5.50410692","-2.27100831"," 1.46124871","-0.73697417","-0.17770823","-0.23110066","-1.34265598"," 0.46056003","-0.92414298","-2.26963996","-0.35580371"," 0.04650274","-0.17732591","-0.07833552"
"143.07","125.44","-0.755","139.04","0.04778366","0.0690318","-14.4859692","-7.81691913","-3.77121445"," 1.82448122","-2.27100831","-0.51816555","-0.46575574","-2.75778249","-1.07029772"," 1.57397915"," 1.46519998","-0.24948495"," 0.08692052"," 0.12729878","-0.01175197","-0.50794376","-0.12352480"
"141.82","48.97","-0.755","140.09","0.04765282","0.04336873","-23.0580900"," -7.81691913","-11.95334524","  4.19329495"," -2.27100831","  2.49920978","  0.08119266"," -4.55780019"," -0.49013059"," -0.41403341"," -2.34550539"," -0.37348923","  0.09906803","  0.09465305"," -0.25586129","  0.54793682"," -0.09535251"
"141.82","125.44","-0.611","139.58","0.04730132","0.05419781","-18.4509273"," -7.81691913","-11.95334524","  1.82448122","  2.85275059"," -3.44229294"," -0.12734858","  5.45354654"," -0.82899636"," -1.55613565"," -1.86262597"," -1.60695099"," -0.08212385","  0.08817545","  0.88873227"," -0.32636734","  0.04449263"
"143.07","125.44","-0.784","139.15","0.04728362","0.1148733","-8.6925417","-7.81691913","-3.77121445"," 1.82448122","-0.58174228"," 1.46124871","-0.46575574"," 0.82523948"," 0.60381303","-0.01784351"," 0.27133420"," 0.24719080","-0.14588115","-0.30937384","-0.08370617","-0.44815543","-0.28525738"
"140.71","134.48","-0.784","139.04","0.04713894","0.07121792","-14.0412523","-7.81691913"," 1.67333197","-2.89226065","-0.58174228","-0.51816555"," 2.45626921","-0.45107105","-0.31152931","-1.41325673","-1.76452407","-0.45653482","-2.34104568"," 0.10775179","-0.27471694"," 0.48544924"," 0.05771177"
"153.95","134.17","-0.784","139.15","0.04710886","0.0427016","-23.4183281"," -7.81691913","  2.51688218","-22.04913581"," -0.58174228","  1.46124871","  0.15706284"," -0.65183349"," -0.49676011"," -3.89757856","  6.70216741","  0.24719080","  0.27606121"," -0.05635329","  0.17166029","  0.77357779"," -0.17385664"
"152.44","125.44","-0.611","139.58","0.0469802","0.08419726","-11.8758895","-7.81691913"," 1.35651170"," 1.82448122"," 2.85275059","-3.44229294","-0.15327574","-1.49885982","-0.23180768","-1.55613565","-1.86262597","-1.60695099"," 0.28182448","-0.21216798"," 0.47028156","-0.32636734"," 0.04566422"
"154.33","134.17","-0.755","140.09","0.04695061","0.04518885","-22.1293541"," -7.81691913","  3.93512034","-22.04913581"," -2.27100831","  2.49920978","  0.23758303"," -0.17770823"," -0.18325430","  5.58170348"," -1.04348975"," -0.37348923"," -0.60176013","  0.15890027","  0.10627887","  0.04088159"," -0.17226652"
"142.24","139.77","-0.611","139.15","0.04680808","0.1102351","-9.0619855","-7.816919130","-0.841341132","-3.452663949"," 2.852750591"," 1.461248710","-0.265879505"," 1.790750401","-0.977381322"," 0.407211490","-4.375824684"," 0.676952183","-0.004027837","-0.021399457"," 0.801583410"," 0.765210894","-0.062256127"
"148.88","132.85","-0.784","139.04","0.04677882","0.07787162","-12.8412117","-7.81691913","-7.41839361"," 5.82232759","-0.58174228","-0.51816555","-0.82984925","-0.57221366","-0.82598378","-0.06597147"," 0.42880578","-0.45653482","-0.30202912"," 0.09792821"," 0.02951971"," 0.11828353"," 0.04972620"
"154.33","134.17","-0.611","139.58","0.04673154","0.03072874","-32.5428269"," -7.81691913","  3.93512034","-22.04913581","  2.85275059"," -3.44229294","  0.23758303"," -0.75093679"," -0.68973097"," -1.68412492"," -1.64720984"," -1.60695099","  0.34114743","  0.35327187","  0.68274435"," -1.16381381"," -0.09432928"
"142.55","134.17","-0.755","139.04","0.04656693","0.03175976","-31.4863846"," -7.81691913"," -0.53988706","-22.04913581"," -2.27100831"," -0.51816555","  0.53946333","  0.04614048","  0.07242027","  5.58170348"," -4.01146781"," -0.24948495"," -0.18739542","  0.01407587","  0.18725755"," -0.14050791"," -0.14347364"
"141.82","125.44","-0.755","140.09","0.04621115","0.0446167","-22.4131329"," -7.81691913","-11.95334524","  1.82448122"," -2.27100831","  2.49920978"," -0.12734858"," -4.55780019"," -0.49013059","  1.57397915","  0.12609179"," -0.37348923","  0.19678046"," -0.01302838"," -0.25586129"," -0.79720731","  0.02246298"
"156.59","139.77","-0.755","139.04","0.04618731","0.08819925","-11.3364315","-7.81691913"," 4.15165509","-3.45266395","-2.27100831","-0.51816555"," 0.65134676"," 1.05441034"," 0.28983924","-0.68442432","-1.60086633","-0.24948495","-0.20550263","-0.36028907","-0.13186168","-0.09005825","-0.10243877"
"154.33","-332.15","-0.755","139.15","0.04592619","0.2163873","-4.3606769","-7.81691913"," 3.93512034"," 7.33348492","-2.27100831"," 1.46124871","-1.28764787","-0.17770823","-0.23110066","-1.32637668"," 0.04151308","-0.92414298","-2.45000369","-0.50183128"," 0.04650274","-0.41549525"," 0.22368737"
"152.98","134.48","-0.784","139.58","0.04582134","0.06279205","-15.9255518","-7.81691913"," 1.32687631","-2.89226065","-0.58174228","-3.44229294","-1.02560119","-0.01992583","-0.24390120","-1.41325673"," 0.74554785"," 0.05983383"," 0.21993792","-0.13510147"," 0.61398295","-1.35521365"," 0.03448447"
"150.81","134.17","-0.611","140.09","0.04582095","0.04132878","-24.1962143"," -7.8169191","  3.6401449","-22.0491358","  2.8527506","  2.4992098"," -0.1715982"," -0.8724244"," -0.1810451"," -1.6841249"," -1.0434898","  0.2239790","  0.3299790","  0.1060394"," -0.2630685","  0.1398806","  0.0936083"
"145.72","134.17","-0.755","140.09","0.04578652","0.03624443","-27.5904446"," -7.81691913"," -3.28550249","-22.04913581"," -2.27100831","  2.49920978","  0.54682231","  1.39300624","  0.07574575","  5.58170348"," -1.04348975"," -0.37348923"," -0.31444715","  0.06568391"," -0.29401330","  0.04088159"," -0.34549250"
"163.09","134.48","-0.611","139.58","0.04577604","0.06010994","-16.6361672","-7.8169191"," 0.2449578","-2.8922606"," 2.8527506","-3.4422929","-4.8720093","-3.6008406"," 1.7044698","-0.6533144"," 0.7455478","-1.6069510","-2.5437893"," 4.7628310"," 0.1797893","-1.7579202"," 2.0597840"
"143.07","133.69","-0.755","139.58","0.04546819","0.06236958","-16.0334281","-7.8169191","-3.7712145"," 5.5041069","-2.2710083","-3.4422929","-0.4312807","-2.7577825","-0.7946079","-1.3426560","-2.0725796"," 1.5471172"," 0.2419165"," 0.0568429"," 0.5546114"," 0.7841847","-0.0218662"
"140.71","134.48","-0.784","139.15","0.04546243","0.1015337","-9.8438040","-7.8169191"," 1.6733320","-2.8922606","-0.5817423"," 1.4612487"," 2.4562692","-0.4510711","-0.3020655","-1.4132567","-2.1405962"," 0.2471908","-2.3410457"," 1.1621323"," 0.2003895"," 1.0383829","-0.1437921"
"148.88","134.17","-0.755","140.09","0.04522239","0.03074557","-32.5250137"," -7.81691913"," -7.41839361","-22.04913581"," -2.27100831","  2.49920978","  0.08014365"," -0.13656527","  0.29270131","  5.58170348"," -1.04348975"," -0.37348923"," -0.38514092","  0.01200872","  0.55757768","  0.04088159"," -0.09509792"
"148.88","154.47","-0.784","139.58","0.04510172","0.06118866","-16.3428773","-7.81691913","-7.41839361"," 5.69853001","-0.58174228","-3.44229294","-0.94850849","-0.57221366","-0.15311656","-0.66890625","-1.59337458"," 0.05983383","-0.26342959","-0.05663332"," 0.21261390"," 1.33181641","-0.13014108"
"143.07","127.68","-0.611","140.09","0.04510108","0.03238393","-30.8795165"," -7.81691913"," -3.77121445","-32.65891674","  2.85275059","  2.49920978","  0.56632947","  1.93254302","  1.26109264","  2.87261986","  1.04521244","  0.22397904","  0.36392419"," -0.12386702","  0.27264829"," -0.36031368"," -0.03859478"
"150.81","134.48","-0.755","139.15","0.04497312","0.08028728","-12.4546677","-7.8169191"," 3.6401449","-2.8922606","-2.2710083"," 1.4612487"," 0.2561959"," 0.8916581","-0.4499752"," 2.0665711","-2.1405962","-0.9241430","-0.6791982"," 0.4684636","-0.5913484","-2.7549914","-0.7185095"
"152.44","139.77","-0.611","139.15","0.04477163","0.1043464","-9.5771063","-7.81691913"," 1.35651170","-3.45266395"," 2.85275059"," 1.46124871","-0.60528349","-1.49885982"," 0.25235322"," 0.40721149","-4.37582468"," 0.67695218"," 0.04348358"," 0.23972633"," 0.01844343"," 0.76521089"," 0.09855268"
"143.07","-625.55","-0.755","139.58","0.04471163","0.0635241","-15.7420221","-7.8169191","-3.7712145"," 3.4071751","-2.2710083","-3.4422929"," 0.3629716","-2.7577825","-0.7946079"," 0.7889616","-1.1316392"," 1.5471172","-0.4695021","-0.4387643"," 0.5546114"," 0.1513846"," 0.3394874"
"143.07","138.83","-0.784","139.04","0.04469322","0.09904679","-10.0920192","-7.8169191","-3.7712145"," 2.7042038","-0.5817423","-0.5181656","-0.1010271"," 0.8252395","-1.0702977"," 1.2440099","-0.6829624","-0.4565348","-0.1564162"," 0.1148132","-0.2832085"," 0.3987342"," 0.0594684"
"152.73","134.17","-0.784","140.09","0.04451924","0.03230358","-30.9563248"," -7.81691913","  2.92785568","-22.04913581"," -0.58174228","  2.49920978","  0.25742676"," -0.98740410"," -0.56930108"," -3.89757856"," -1.04348975","  0.14951019","  0.24596769","  0.25240343"," -0.11091381"," -0.18076221"," -0.05145154"
"141.82","154.47","-0.755","139.15","0.0444411","0.07713787","-12.9634076"," -7.81691913","-11.95334524","  5.69853001"," -2.27100831","  1.46124871"," -0.32062358"," -4.55780019","  1.89002139","  0.09309991","  1.11315114"," -0.92414298","  0.08465033"," -0.06232901","  3.08022387","  1.40985428","  0.11198119"
"141.82","-332.15","-0.755","140.09","0.0441602","0.05029167","-19.8840094"," -7.81691913","-11.95334524","  7.33348492"," -2.27100831","  2.49920978"," -0.57530220"," -4.55780019"," -0.49013059"," -1.32637668"," -0.42189627"," -0.37348923","  0.71647438"," -0.02967843"," -0.25586129"," -0.20863889"," -0.15273201"
"152.44","134.17","-0.611","139.15","0.0439015","0.0539801","-18.5253411"," -7.816919130","  1.356511698","-22.049135813","  2.852750591","  1.461248710"," -0.119011540"," -1.498859818","  0.252353218"," -1.684124921","  6.702167409","  0.676952183","  0.399393751","  0.007469021","  0.018443435","  1.193945041"," -0.278524896"
"143.07","139.77","-0.784","140.09","0.04385154","0.1161348","-8.5970097","-7.816919130","-3.771214452","-3.452663949","-0.581742283"," 2.499209779"," 0.007004802"," 0.825239478"," 1.261092639"," 0.277212829"," 3.099872009"," 0.149510189","-0.260626877","-0.389702051"," 0.479725241","-0.773013479","-0.149994414"
"140.71","125.44","-0.755","139.58","0.04344677","0.1437029","-6.9108075","-7.8169191"," 1.6733320"," 1.8244812","-2.2710083","-3.4422929","-0.8575711"," 1.1559359","-0.5119654"," 1.5739792","-1.8626260"," 1.5471172","-0.4005942"," 0.1592073"," 1.8416903"," 0.7010247","-0.2245982"
"143.12","134.17","-0.755","139.15","0.0433731","0.03978175","-25.1371550"," -7.8169191","  0.4585514","-22.0491358"," -2.2710083","  1.4612487","  0.2993187"," -2.1740614"," -1.0372664","  5.5817035","  6.7021674"," -0.9241430"," -0.2417566"," -0.6096348"," -0.9925143"," -1.9675228","  0.4438179"
"141.82","134.48","-0.611","139.58","0.04333467","0.04907492","-20.3770078"," -7.8169191","-11.9533452"," -2.8922606","  2.8527506"," -3.4422929","  0.7263020","  5.4535465"," -0.8289964"," -0.6533144","  0.7455478"," -1.6069510","  0.5816591"," -0.4399757","  0.8887323"," -1.7579202"," -0.2335705"
"142.55","-625.55","-0.784","139.58","0.04296191","0.09254822","-10.8028041","-7.816919130","-0.539887064"," 3.407175051","-0.581742283","-3.442292936"," 0.120048655"," 0.262432969","-0.795688384"," 0.760347625","-1.131639205"," 0.059833833"," 0.188901606","-0.300048008","-0.507336444","-0.477016195","-0.008974166"
"143.71","134.17","-0.611","140.09","0.04282715","0.03487903","-28.6705258"," -7.8169191"," -0.5969895","-22.0491358","  2.8527506","  2.4992098","  0.4835387"," -1.8998547"," -0.8765469"," -1.6841249"," -1.0434898","  0.2239790","  0.2098871"," -0.1148179","  0.9013935","  0.1398806","  0.1007135"
"143.07","134.17","-0.755","140.09","0.04278834","0.03154169","-31.7040759"," -7.81691913"," -3.77121445","-22.04913581"," -2.27100831","  2.49920978","  0.57718825"," -2.75778249","  1.26109264","  5.58170348"," -1.04348975"," -0.37348923"," -0.73861541"," -0.05328700"," -0.75237353","  0.04088159"," -0.03683656"
"153.74","139.77","-0.611","139.15","0.04275083","0.1134794","-8.8004882","-7.81691913"," 2.94516355","-3.45266395"," 2.85275059"," 1.46124871","-1.43315679","-0.92506749","-0.51154726"," 0.40721149","-4.37582468"," 0.67695218","-0.08660148"," 0.53474271"," 0.01339941"," 0.76521089"," 0.14461301"
"145.72","134.48","-0.611","139.58","0.0424716","0.06080738","-16.4453531","-7.81691913","-3.28550249","-2.89226065"," 2.85275059","-3.44229294"," 0.39297465"," 1.01971693"," 0.26564707","-0.65331437"," 0.74554785","-1.60695099"," 0.23894312","-0.44242100"," 0.05416878","-1.75792016","-0.11752036"
"154.33","134.17","-0.755","139.04","0.04246824","0.03795966","-26.3437543"," -7.81691913","  3.93512034","-22.04913581"," -2.27100831"," -0.51816555","  0.23758303"," -0.17770823","  1.10408593","  5.58170348"," -4.01146781"," -0.24948495"," -0.60176013"," -0.01014367","  0.69197433"," -0.14050791"," -0.04791985"
"151.95","134.17","-0.611","139.15","0.04228382","0.05971073","-16.7473940"," -7.81691913","  3.59999277","-22.04913581","  2.85275059","  1.46124871"," -0.18068000"," -0.87311884"," -0.43274835"," -1.68412492","  6.70216741","  0.67695218","  0.24937716"," -0.32001149","  0.09112835","  1.19394504"," -0.21821770"
"152.98","134.17","-0.611","139.15","0.04225487","0.05352718","-18.6820952"," -7.81691913","  1.32687631","-22.04913581","  2.85275059","  1.46124871"," -0.07374955"," -1.90474004","  0.22859487"," -1.68412492","  6.70216741","  0.67695218","  0.47744265","  0.07055503","  0.05802236","  1.19394504"," -0.20198092"
"148.88","138.83","-0.784","139.15","0.04220973","0.08300784","-12.0462032","-7.81691913","-7.41839361"," 2.70420383","-0.58174228"," 1.46124871","-0.46905607","-0.57221366"," 0.68639903"," 1.24400993","-0.77165121"," 0.24719080","-0.44327151"," 0.18118326"," 0.06260675","-0.48042827","-0.07936980"
"142.24","125.44","-0.755","139.58","0.04215754","0.07632272","-13.1019084","-7.81691913","-0.84134113"," 1.82448122","-2.27100831","-3.44229294","-0.20509530","-3.58624327"," 0.83231586"," 1.57397915","-1.86262597"," 1.54711716","-0.19151930","-0.05908165"," 0.87078476"," 0.70102469","-0.17548424"
"150.81","134.17","-0.611","139.58","0.04206952","0.03070065","-32.5725991"," -7.81691913","  3.64014486","-22.04913581","  2.85275059"," -3.44229294"," -0.17159822"," -0.87242441","  0.20374499"," -1.68412492"," -1.64720984"," -1.60695099","  0.32997897","  0.35027753","  0.40809453"," -1.16381381","  0.09687945"
"152.98","125.44","-0.611","139.58","0.0419104","0.08279452","-12.0772646","-7.81691913"," 1.32687631"," 1.82448122"," 2.85275059","-3.44229294"," 0.09705383","-1.90474004","-0.24390120","-1.55613565","-1.86262597","-1.60695099"," 0.06078116","-0.30734965"," 0.78295681","-0.32636734"," 0.04511834"
"150.81","134.17","-0.784","139.58","0.0417976","0.02784727","-35.9101668"," -7.81691913","  3.64014486","-22.04913581"," -0.58174228"," -3.44229294"," -0.17159822"," -0.01923372","  0.20374499"," -3.89757856"," -1.64720984","  0.05983383","  0.27573027","  0.35027753","  0.01761646"," -0.90333534","  0.07153104"
"143.12","134.48","-0.784","139.58","0.04169293","0.06259956","-15.9745238","-7.816919130"," 0.458551404","-2.892260649","-0.581742283","-3.442292936","-0.019101831"," 1.134111592","-0.318031327","-1.413256731"," 0.745547846"," 0.059833833","-0.189485376","-0.246805288","-0.094143942","-1.355213649","-0.003315364"
"153.74","134.48","-0.611","140.09","0.04166287","0.2874136","-2.8858310","-7.81691913"," 2.94516355","-2.89226065"," 2.85275059"," 2.49920978","-1.59646566","-0.92506749","-0.41578176","-0.65331437"," 3.15957239"," 0.22397904","-0.01692713","-0.68106413"," 0.21515609"," 0.37882371","-0.16268580"
"152.44","134.48","-0.784","139.58","0.0414390","0.05844681","-17.1095631","-7.816919130"," 1.356511698","-2.892260649","-0.581742283","-3.442292936","-1.122238536","-0.644610256","-0.231807682","-1.413256731"," 0.745547846"," 0.059833833"," 0.292577834","-0.113938104","-0.004549139","-1.355213649"," 0.054794783"
"152.98","134.17","-0.784","139.15","0.0412761","0.04257436","-23.4883130"," -7.81691913","  1.32687631","-22.04913581"," -0.58174228","  1.46124871"," -0.07374955"," -0.01992583","  0.22859487"," -3.89757856","  6.70216741","  0.24719080","  0.29422720","  0.07055503","  0.04703975","  0.77357779"," -0.20073967"
"142.24","-625.55","-0.755","139.58","0.04112218","0.08216288","-12.1701781","-7.81691913","-0.84134113"," 3.40717505","-2.27100831","-3.44229294","-0.11492428","-3.58624327"," 0.83231586"," 0.78896161","-1.13163921"," 1.54711716","-0.28476105","-0.22272772"," 0.87078476"," 0.15138456","-0.05606011"
"151.95","134.17","-0.755","139.58","0.04111488","0.04035738","-24.7786151"," -7.81691913","  3.59999277","-22.04913581"," -2.27100831"," -3.44229294"," -0.18068000","  0.07392529","  0.53374917","  5.58170348"," -1.64720984","  1.54711716"," -0.47152090","  0.23821350"," -0.45972822","  2.06714915"," -0.08197043"
"143.07","134.17","-0.784","139.15","0.04103392","0.03732708","-26.7902014"," -7.81691913"," -3.77121445","-22.04913581"," -0.58174228","  1.46124871","  0.57718825","  0.82523948","  0.60381303"," -3.89757856","  6.70216741","  0.24719080","  0.13630374","  0.06378267"," -0.08370617","  0.77357779","  0.01958316"
"143.71","134.17","-0.755","139.04","0.04084427","0.0366764","-27.2654889"," -7.81691913"," -0.59698952","-22.04913581"," -2.27100831"," -0.51816555","  0.48353870","  1.87140507","  1.53517762","  5.58170348"," -4.01146781"," -0.24948495"," -0.16833484"," -0.04666744","  1.25479928"," -0.14050791"," -0.12343179"
"143.71","134.48","-0.784","139.15","0.04069081","0.09027573","-11.0752734","-7.81691913","-0.59698952","-2.89226065","-0.58174228"," 1.46124871","-0.34680288"," 0.02844962"," 1.81370651","-1.41325673","-2.14059616"," 0.24719080","-0.37308656"," 0.69415831","-0.47786407"," 1.03838285"," 0.28110777"
"139.05","134.17","-0.784","140.09","0.04064444","0.03007447","-33.2507884"," -7.81691913","  0.95778736","-22.04913581"," -0.58174228","  2.49920978","  0.63624761"," -2.09859845","  0.14996399"," -3.89757856"," -1.04348975","  0.14951019","  0.32616621"," -0.10461740"," -0.24827534"," -0.18076221","  0.05144538"
"142.24","125.44","-0.611","139.58","0.04057606","0.09074318","-11.0181200","-7.81691913","-0.84134113"," 1.82448122"," 2.85275059","-3.44229294","-0.20509530"," 1.79075040"," 0.83231586","-1.55613565","-1.86262597","-1.60695099"," 0.09830413","-0.05908165","-0.77416476","-0.32636734"," 0.07425267"
"163.09","134.17","-0.611","139.15","0.04041325","0.03079544","-32.4723436"," -7.81691913","  0.24495780","-22.04913581","  2.85275059","  1.46124871"," -5.76300539"," -3.60084064"," -2.96229005"," -1.68412492","  6.70216741","  0.67695218"," -6.37280689","  2.03576105"," -0.06833509","  1.19394504","  2.67733157"
"141.82","48.97","-0.755","139.15","0.04022258","0.05891941","-16.9723240"," -7.81691913","-11.95334524","  4.19329495"," -2.27100831","  1.46124871","  0.08119266"," -4.55780019","  1.89002139"," -0.41403341"," -1.13642836"," -0.92414298","  0.09906803","  0.02886889","  3.08022387","  1.21136817","  0.05606697"
"141.82","-332.15","-0.784","140.09","0.03973987","0.08092272","-12.3568126"," -7.81691913","-11.95334524","  7.33348492"," -0.58174228","  2.49920978"," -0.57530220"," -0.89574635"," -0.49013059","  0.16542192"," -0.42189627","  0.14951019"," -0.19969252"," -0.02967843","  0.24765380","  0.13697749","  0.07538234"
"145.72","154.47","-0.784","139.04","0.03964447","0.08150302","-12.2687769","-7.81691913","-3.28550249"," 5.69853001","-0.58174228","-0.51816555","-0.43051433","-2.41272317","-0.90821174","-0.66890625"," 0.05818914","-0.45653482","-0.15965249"," 0.22906804"," 0.04700787","-1.14971077"," 0.08701106"
"153.74","134.48","-0.755","139.58","0.0396345","0.1812286","-5.3805294","-7.81691913"," 2.94516355","-2.89226065","-2.27100831","-3.44229294","-1.59646566"," 1.55155214"," 0.88763259"," 2.06657111"," 0.74554785"," 1.54711716","-0.25467809","-0.09484004"," 0.39646530"," 3.11313381","-0.26524811"
"143.12","139.77","-0.784","139.04","0.03956886","0.07985341","-12.5223745","-7.81691913"," 0.45855140","-3.45266395","-0.58174228","-0.51816555"," 0.03333314"," 1.13411159"," 0.05903176"," 0.27721283","-1.60086633","-0.45653482","-0.21948717"," 0.01760314","-0.01576318"," 0.21187971","-0.05195565"
"142.24","133.69","-0.755","139.15","0.03947188","0.0767011","-13.0372518","-7.8169191","-0.8413411"," 5.5041069","-2.2710083"," 1.4612487","-0.1085340","-3.5862433","-0.9773813","-1.3426560"," 0.4605600","-0.9241430","-0.4960638","-0.1225291","-1.4540853","-0.1773259","-0.3449373"
"140.71","125.44","-0.611","139.58","0.03941726","0.07863191","-12.7169982","-7.8169191"," 1.6733320"," 1.8244812"," 2.8527506","-3.4422929","-0.8575711","-0.7048649","-0.5119654","-1.5561356","-1.8626260","-1.6069510"," 0.2264163"," 0.1592073","-0.9209710","-0.3263673"," 0.1534787"
"143.07","-625.55","-0.611","139.58","0.03936031","0.08324612","-12.0116950","-7.8169191","-3.7712145"," 3.4071751"," 2.8527506","-3.4422929"," 0.3629716"," 1.9325430","-0.7946079","-1.5493092","-1.1316392","-1.6069510"," 0.2722359","-0.4387643","-0.4418009"," 0.3256316","-0.1715038"
"143.07","138.83","-0.755","139.04","0.03932288","0.05725976","-17.4642629","-7.81691913","-3.77121445"," 2.70420383","-2.27100831","-0.51816555","-0.10102712","-2.75778249","-1.07029772","-0.28236173","-0.68296238","-0.24948495"," 0.07327458"," 0.11481319","-0.01175197","-0.76943850","-0.05414017"
"143.12","134.17","-0.611","139.58","0.03920306","0.02840766","-35.2017674"," -7.8169191","  0.4585514","-22.0491358","  2.8527506"," -3.4422929","  0.2993187","  1.0399498"," -0.3180313"," -1.6841249"," -1.6472098"," -1.6069510","  0.2085942","  0.2337926"," -0.7385835"," -1.1638138","  0.1723375"
"143.71","125.44","-0.755","139.58","0.0389827","0.08561497","-11.6790449","-7.81691913","-0.59698952"," 1.82448122","-2.27100831","-3.44229294","-0.55690493"," 1.87140507","-2.47233728"," 1.57397915","-1.86262597"," 1.54711716"," 0.40388607","-0.21283047","-0.43131273"," 0.70102469"," 0.06228296"
"151.95","134.17","-0.611","140.09","0.03893641","0.04088631","-24.4580626"," -7.816919130","  3.599992768","-22.049135813","  2.852750591","  2.499209779"," -0.180680004"," -0.873118845"," -0.538447659"," -1.684124921"," -1.043489753","  0.223979039","  0.249377162","  0.092783351","  0.004512819","  0.139880623","  0.065367398"
"143.12","139.77","-0.784","139.15","0.03886636","0.08035403","-12.4443157","-7.81691913"," 0.45855140","-3.45266395","-0.58174228"," 1.46124871"," 0.03333314"," 1.13411159","-1.03726638"," 0.27721283","-4.37582468"," 0.24719080","-0.21948717"," 0.14637921"," 0.31338456"," 0.78807742"," 0.18009819"
"141.82","-625.55","-0.755","140.09","0.0387683","0.04497166","-22.2362267"," -7.81691913","-11.95334524","  3.40717505"," -2.27100831","  2.49920978"," -0.08008142"," -4.55780019"," -0.49013059","  0.78896161"," -1.11615814"," -0.37348923","  0.32426158","  0.10596786"," -0.25586129"," -0.26861610"," -0.17839294"
"143.12","125.44","-0.784","139.58","0.03867386","0.08438519","-11.8494178","-7.81691913"," 0.45855140"," 1.82448122","-0.58174228","-3.44229294","-0.70268991"," 1.13411159","-0.31803133","-0.01784351","-1.86262597"," 0.05983383","-0.19281855"," 0.04146152","-0.09414394","-0.37465735"," 0.03590756"
"153.95","134.17","-0.611","140.09","0.03864236","0.03886851","-25.7277660"," -7.81691913","  2.51688218","-22.04913581","  2.85275059","  2.49920978","  0.15706284"," -1.41700374"," -0.42939260"," -1.68412492"," -1.04348975","  0.22397904","  0.25961010","  0.14126683"," -0.08611814","  0.13988062","  0.00777616"
"163.09","139.77","-0.784","139.15","0.03849201","0.02858403","-34.9845708","-7.8169191"," 0.2449578","-3.4526639","-0.5817423"," 1.4612487","-1.9707423","-1.8155316","-2.9622900"," 0.2772128","-4.3758247"," 0.2471908"," 0.0193919","-9.3380810","-0.4421772"," 0.7880774","-5.2666781"
"140.71","134.17","-0.755","139.15","0.03848768","0.05188826","-19.2721797"," -7.8169191","  1.6733320","-22.0491358"," -2.2710083","  1.4612487","  0.6238214","  1.1559359"," -0.3020655","  5.5817035","  6.7021674"," -0.9241430"," -0.5056549"," -0.5109870"," -0.3974676"," -1.9675228","  0.2745156"
"145.72","138.83","-0.784","139.04","0.03835722","0.08076443","-12.3810441","-7.81691913","-3.28550249"," 2.70420383","-0.58174228","-0.51816555"," 0.06686999","-2.41272317","-0.90821174"," 1.24400993","-0.68296238","-0.45653482","-0.27180159"," 0.11886749"," 0.04700787"," 0.39873418","-0.02617428"
