"alcohol","base","sulfonyl_fluoride","y.obs","mu.hat","g(mu.hat)","intercept","a","b","sf","a:b","a:sf","b:sf","a:b:sf"
"1ah","BTMG","PyFluor","0.3300000","0.2765869","-3.0784562","-2.87105042826"," 1.38784698762"," 0.87544620546","-2.47073822204"," 0.00000000000"," 0.00003926877"," 0.00000000000"," 0.00000000000"
"1i","BTPP","4-Cl","0.3200000","0.2941595","-2.7700057","-2.87105042826","-0.00001574707"," 1.28617027124","-1.39085984465"," 0.00000000000"," 0.00000000000"," 0.20575004917"," 0.00000000000"
"1d","BTPP","4-NO2","0.3200000","0.4335204","-0.8063608","-2.8710504"," 2.0562434"," 1.2861703"," 0.5835699","-1.8612939"," 0.0000000"," 0.0000000"," 0.0000000"
"1q","BTPP","4-CF3","0.3200000","0.4047315","-1.1690103","-2.8710504"," 0.0000000"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1w","BTPP","PBSF","0.3200000","0.3503423","-1.9014194","-2.8710504","-1.0062548"," 1.2861703"," 2.8621583"," 0.0000000","-2.3310379"," 0.1585953"," 0.0000000"
"1x","MTBD","4-CF3","0.3200000","0.2411566","-3.7808238","-2.8710504","-1.6091013"," 0.2834581"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1x","BTMG","4-CF3","0.3200000","0.2706021","-3.1888356","-2.8710504","-1.6091013"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1aa","MTBD","4-Cl","0.3200000","0.4048621","-1.1673347","-2.8710504"," 2.0239518"," 0.2834581","-1.3908598"," 0.6752113"," 0.0000000"," 0.1119543"," 0.0000000"
"1ad","DBU","4-Cl","0.3200000","0.2222197","-4.2158384","-2.8710504"," 1.6259015","-2.4450746","-1.3908598"," 1.1829493"," 0.0000000","-0.3177044"," 0.0000000"
"1af","DBU","4-CF3","0.3200000","0.2371674","-3.8683975","-2.8710504"," 1.0318576","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","MTBD","PBSF","0.3200000","0.4004288","-1.2243948","-2.8710504"," 1.0318576"," 0.2834581"," 2.8621583"," 0.0000000","-2.3722230","-0.1585953"," 0.0000000"
"1ah","DBU","4-Cl","0.3200000","0.2746045","-3.1146948","-2.8710504"," 1.3878470","-2.4450746","-1.3908598"," 2.5221474"," 0.0000000","-0.3177044"," 0.0000000"
"1ah","MTBD","4-Cl","0.3200000","0.3166880","-2.4032857","-2.87105043"," 1.38784699"," 0.28345809","-1.39085984"," 0.07536522"," 0.00000000"," 0.11195432"," 0.00000000"
"1aj","BTPP","PyFluor","0.3200000","0.3152750","-2.4254681","-2.8710504"," 3.4564283"," 1.2861703","-2.4707382","-1.1609944","-0.3009383","-0.3643453"," 0.0000000"
"1i","BTMG","PyFluor","0.3100000","0.2122734","-4.4663582","-2.87105042826","-0.00001574707"," 0.87544620546","-2.47073822204"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1k","BTPP","4-CF3","0.3100000","0.2500365","-3.5927572","-2.8710504","-2.4237469"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1u","BTMG","PyFluor","0.3100000","0.5189629","0.2277518","-2.8710504"," 1.3204795"," 0.8754462","-2.4707382"," 0.0000000"," 3.3736147"," 0.0000000"," 0.0000000"
"1ad","DBU","PBSF","0.3100000","0.2757572","-3.0935843","-2.8710504"," 1.6259015","-2.4450746"," 2.8621583"," 1.1829493","-3.4484684"," 0.0000000"," 0.0000000"
"1ad","MTBD","PBSF","0.3100000","0.2872008","-2.8895339","-2.8710504"," 1.6259015"," 0.2834581"," 2.8621583","-1.1829377","-3.4484684","-0.1585953"," 0.0000000"
"1ai","DBU","PBSF","0.3100000","0.2864295","-2.9029860","-2.8710504"," 6.1672988","-2.4450746"," 2.8621583","-4.6219242","-1.9943938"," 0.0000000"," 0.0000000"
"1aj","DBU","4-Cl","0.3100000","0.3301097","-2.1973735","-2.8710504"," 3.4564283","-2.4450746","-1.3908598"," 2.1780290","-0.8071415","-0.3177044"," 0.0000000"
"1i","MTBD","4-CF3","0.3000000","0.3318188","-2.1717382","-2.87105042826","-0.00001574707"," 0.28345809354"," 0.41586987605"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1k","BTMG","PBSF","0.3000000","0.3268443","-2.2467065","-2.8710504","-2.4237469"," 0.8754462"," 2.8621583"," 0.0000000","-0.6895136"," 0.0000000"," 0.0000000"
"1l","BTMG","4-Cl","0.3000000","0.3507038","-1.8962712","-2.8710504"," 3.3755930"," 0.8754462","-1.3908598","-1.0078635","-0.8775367"," 0.0000000"," 0.0000000"
"1d","MTBD","4-Cl","0.3000000","0.3158695","-2.4161237","-2.8710504"," 2.0562434"," 0.2834581","-1.3908598"," 0.1741844","-0.7800535"," 0.1119543"," 0.0000000"
"1d","BTPP","4-Cl","0.3000000","0.2618856","-3.3550940","-2.8710504"," 2.0562434"," 1.2861703","-1.3908598","-1.8612939","-0.7800535"," 0.2057500"," 0.0000000"
"1n","BTPP","4-NO2","0.3000000","0.2139674","-4.4224744","-2.87105042826","-3.42119334180"," 1.28617027124"," 0.58356992498"," 0.00002445335"," 0.00000471311"," 0.00000000000"," 0.00000000000"
"1t","DBU","PyFluor","0.3000000","0.2636527","-3.3208353","-2.8710504283"," 3.2477845218","-2.4450745702","-2.4707382220"," 0.0001250486"," 0.9004140065"," 0.3177043689"," 0.0000000000"
"1x","MTBD","4-Cl","0.3000000","0.2138233","-4.4261877","-2.8710504","-1.6091013"," 0.2834581","-1.3908598"," 0.0000000"," 1.0494115"," 0.1119543"," 0.0000000"
"1x","BTMG","4-Cl","0.3000000","0.2337014","-3.9461539","-2.8710504","-1.6091013"," 0.8754462","-1.3908598"," 0.0000000"," 1.0494115"," 0.0000000"," 0.0000000"
"1x","BTPP","4-NO2","0.3000000","0.3037455","-2.6104115","-2.8710504","-1.6091013"," 1.2861703"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1aa","DBU","PyFluor","0.3000000","0.2236762","-4.1805312","-2.8710504"," 2.0239518","-2.4450746","-2.4707382"," 1.2646758"," 0.0000000"," 0.3177044"," 0.0000000"
"1ah","BTMG","4-NO2","0.3000000","0.4979844","-0.02418731","-2.8710504"," 1.3878470"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1i","DBU","PBSF","0.2900000","0.3134681","-2.4539825","-2.87105042826","-0.00001574707","-2.44507457024"," 2.86215826566"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1d","BTMG","4-Cl","0.2900000","0.3359506","-2.1102742","-2.8710504"," 2.0562434"," 0.8754462","-1.3908598"," 0.0000000","-0.7800535"," 0.0000000"," 0.0000000"
"1r","DBU","PBSF","0.2900000","0.2252634","-4.1424346","-2.8710504"," 4.8226312","-2.4450746"," 2.8621583","-2.8408749","-3.6702242"," 0.0000000"," 0.0000000"
"1u","DBU","PyFluor","0.2900000","0.3322651","-2.1650651","-2.8710504"," 1.3204795","-2.4450746","-2.4707382"," 0.6099996"," 3.3736147"," 0.3177044"," 0.0000000"
"1aa","BTPP","4-NO2","0.2900000","0.4246137","-0.9172455","-2.8710504"," 2.0239518"," 1.2861703"," 0.5835699","-1.9398871"," 0.0000000"," 0.0000000"," 0.0000000"
"1k","BTMG","4-CF3","0.2800000","0.2311913","-4.0034813","-2.8710504","-2.4237469"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1k","BTPP","4-NO2","0.2800000","0.2583235","-3.4250572","-2.8710504","-2.4237469"," 1.2861703"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1q","BTPP","4-NO2","0.2800000","0.4179194","-1.0013102","-2.8710504"," 0.0000000"," 1.2861703"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1r","DBU","4-NO2","0.2800000","0.2952953","-2.7507987","-2.8710504"," 4.8226312","-2.4450746"," 0.5835699","-2.8408749"," 0.0000000"," 0.0000000"," 0.0000000"
"1u","DBU","4-Cl","0.2800000","0.2350611","-3.9154602","-2.8710504"," 1.3204795","-2.4450746","-1.3908598"," 0.6099996"," 1.1787500","-0.3177044"," 0.0000000"
"1w","BTMG","4-NO2","0.2800000","0.3157316","-2.4182891","-2.8710504","-1.0062548"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1x","BTMG","4-NO2","0.2800000","0.2797576","-3.0211356","-2.8710504","-1.6091013"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1x","BTPP","4-Cl","0.2800000","0.2631950","-3.3296798","-2.8710504","-1.6091013"," 1.2861703","-1.3908598"," 0.0000000"," 1.0494115"," 0.2057500"," 0.0000000"
"1aa","BTPP","PyFluor","0.2800000","0.2173690","-4.3358990","-2.8710504"," 2.0239518"," 1.2861703","-2.4707382","-1.9398871"," 0.0000000","-0.3643453"," 0.0000000"
"1aa","BTPP","4-CF3","0.2800000","0.4113133","-1.0849456","-2.8710504"," 2.0239518"," 1.2861703"," 0.4158699","-1.9398871"," 0.0000000"," 0.0000000"," 0.0000000"
"1ae","BTPP","PBSF","0.2800000","0.1378997","-7.2130724","-2.8710504283","-8.6491905213"," 1.2861702712"," 2.8621582657"," 0.0000000000"," 0.0002447266"," 0.1585952749"," 0.0000000000"
"1k","BTMG","4-NO2","0.2700000","0.2386424","-3.8357812","-2.8710504","-2.4237469"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1k","BTPP","4-Cl","0.2700000","0.1869574","-5.1937369","-2.8710504","-2.4237469"," 1.2861703","-1.3908598"," 0.0000000"," 0.0000000"," 0.2057500"," 0.0000000"
"1x","MTBD","4-NO2","0.2700000","0.2490539","-3.6131237","-2.8710504","-1.6091013"," 0.2834581"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","BTMG","4-CF3","0.2700000","0.4840192","-0.1918874","-2.8710504"," 1.3878470"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1i","MTBD","PyFluor","0.2600000","0.1928287","-5.0117053","-2.87105042826","-0.00001574707"," 0.28345809354","-2.47073822204"," 0.00000000000"," 0.00000000000"," 0.04664095520"," 0.00000000000"
"1k","BTMG","4-Cl","0.2600000","0.1691050","-5.8102110","-2.8710504","-2.4237469"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1q","MTBD","PyFluor","0.2600000","0.1928292","-5.0116896","-2.87105043"," 0.00000000"," 0.28345809","-2.47073822"," 0.00000000"," 0.00000000"," 0.04664096"," 0.00000000"
"1q","BTMG","4-CF3","0.2600000","0.3735247","-1.5797343","-2.8710504"," 0.0000000"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1b","MTBD","PyFluor","0.2600000","0.3014129","-2.6487345","-2.87105043"," 3.44484523"," 0.28345809","-2.47073822","-2.59172209"," 1.80621764"," 0.04664096","-0.29638568"
"1aj","BTMG","4-Cl","0.2600000","0.3313405","-2.1788996","-2.8710504"," 3.4564283"," 0.8754462","-1.3908598","-1.4417223","-0.8071415"," 0.0000000"," 0.0000000"
"1d","DBU","4-Cl","0.2500000","0.2286942","-4.0613899","-2.8710504"," 2.0562434","-2.4450746","-1.3908598"," 1.6871095","-0.7800535","-0.3177044"," 0.0000000"
"1u","DBU","PBSF","0.2500000","0.1907262","-5.0758524","-2.8710504"," 1.3204795","-2.4450746"," 2.8621583"," 0.6099996","-4.5523647"," 0.0000000"," 0.0000000"
"1w","MTBD","PBSF","0.2500000","0.2688709","-3.2213221","-2.8710504","-1.0062548"," 0.2834581"," 2.8621583"," 0.0000000","-2.3310379","-0.1585953"," 0.0000000"
"1w","BTMG","PBSF","0.2500000","0.3124112","-2.4707387","-2.8710504","-1.0062548"," 0.8754462"," 2.8621583"," 0.0000000","-2.3310379"," 0.0000000"," 0.0000000"
"1aa","DBU","4-Cl","0.2500000","0.2432311","-3.7360616","-2.8710504"," 2.0239518","-2.4450746","-1.3908598"," 1.2646758"," 0.0000000","-0.3177044"," 0.0000000"
"1q","BTPP","PyFluor","0.2400000","0.2140649","-4.4199637","-2.8710504"," 0.0000000"," 1.2861703","-2.4707382"," 0.0000000"," 0.0000000","-0.3643453"," 0.0000000"
"1u","BTPP","PyFluor","0.2400000","0.5228153","0.2741265","-2.871050428263"," 1.320479493207"," 1.286170271239","-2.470738222040","-0.000004009288"," 3.373614706718","-0.364345324073"," 0.000000000000"
"1w","BTMG","PyFluor","0.2400000","0.2731460","-3.1415593","-2.8710504","-1.0062548"," 0.8754462","-2.4707382"," 0.0000000"," 2.3310379"," 0.0000000"," 0.0000000"
"1k","MTBD","PBSF","0.2300000","0.2810912","-2.9972569","-2.87105042826","-2.42374694443"," 0.28345809354"," 2.86215826566"," 0.00003293379","-0.68951359123","-0.15859527490"," 0.00000000000"
"1l","DBU","4-Cl","0.2300000","0.2610737","-3.3709349","-2.8710504"," 3.3755930","-2.4450746","-1.3908598"," 1.1556980","-0.8775367","-0.3177044"," 0.0000000"
"1n","BTPP","4-CF3","0.2300000","0.2076013","-4.5901792","-2.87105042826","-3.42119334180"," 1.28617027124"," 0.41586987605"," 0.00002445335"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1q","DBU","PBSF","0.2300000","0.3134691","-2.4539667","-2.8710504"," 0.0000000","-2.4450746"," 2.8621583"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1b","DBU","PBSF","0.2300000","0.2054016","-4.6499530","-2.8710504"," 3.4448452","-2.4450746"," 2.8621583","-2.0700571","-3.5707744"," 0.0000000"," 0.0000000"
"1v","DBU","4-Cl","0.2300000","0.1542707","-6.4138704","-2.8710504"," 2.2545213","-2.4450746","-1.3908598"," 0.0000000","-1.6437026","-0.3177044"," 0.0000000"
"1w","MTBD","4-CF3","0.2300000","0.2711838","-3.1779773","-2.8710504","-1.0062548"," 0.2834581"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1x","DBU","4-CF3","0.2300000","0.1521334","-6.5093564","-2.8710504","-1.6091013","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1aa","BTPP","4-Cl","0.2300000","0.2991678","-2.6859253","-2.8710504"," 2.0239518"," 1.2861703","-1.3908598","-1.9398871"," 0.0000000"," 0.2057500"," 0.0000000"
"1af","MTBD","4-Cl","0.2300000","0.2903731","-2.8346403","-2.8710504"," 1.0318576"," 0.2834581","-1.3908598"," 0.0000000"," 0.0000000"," 0.1119543"," 0.0000000"
"1af","BTPP","PyFluor","0.2300000","0.4167643","-1.0158831","-2.8710504"," 1.0318576"," 1.2861703","-2.4707382"," 0.0000000"," 2.3722230","-0.3643453"," 0.0000000"
"1aj","BTMG","PyFluor","0.2300000","0.2951901","-2.7525747","-2.8710504"," 3.4564283"," 0.8754462","-2.4707382","-1.4417223","-0.3009383"," 0.0000000"," 0.0000000"
"1f","BTPP","PBSF","0.2200000","0.0914222","-10.9361325"," -2.8710504283","-12.3725635021","  1.2861702712","  2.8621582657","  0.0000000000","  0.0005576389","  0.1585952749","  0.0000000000"
"1k","MTBD","4-CF3","0.2200000","0.2074064","-4.5954365","-2.87105042826","-2.42374694443"," 0.28345809354"," 0.41586987605"," 0.00003293379"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1c","BTPP","4-NO2","0.2200000","0.1302222","-7.6512329","-2.87105042826","-6.64996100206"," 1.28617027124"," 0.58356992498"," 0.00000000000"," 0.00003836401"," 0.00000000000"," 0.00000000000"
"1w","MTBD","4-NO2","0.2200000","0.2803631","-3.0102772","-2.8710504","-1.0062548"," 0.2834581"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1x","DBU","4-Cl","0.2200000","0.1313414","-7.5843790","-2.8710504","-1.6091013","-2.4450746","-1.3908598"," 0.0000000"," 1.0494115","-0.3177044"," 0.0000000"
"1x","DBU","4-NO2","0.2200000","0.1559230","-6.3416564","-2.8710504","-1.6091013","-2.4450746"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1i","BTMG","4-Cl","0.2100000","0.2602800","-3.3864798","-2.87105042826","-0.00001574707"," 0.87544620546","-1.39085984465"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1k","MTBD","4-Cl","0.2100000","0.1571193","-6.2902119","-2.87105042826","-2.42374694443"," 0.28345809354","-1.39085984465"," 0.00003293379"," 0.00000000000"," 0.11195431970"," 0.00000000000"
"1b","DBU","4-NO2","0.2100000","0.2617484","-3.3577669","-2.8710504"," 3.4448452","-2.4450746"," 0.5835699","-2.0700571"," 0.0000000"," 0.0000000"," 0.0000000"
"1w","MTBD","4-Cl","0.2100000","0.1975115","-4.8727527","-2.8710504","-1.0062548"," 0.2834581","-1.3908598"," 0.0000000"," 0.0000000"," 0.1119543"," 0.0000000"
"1k","MTBD","4-NO2","0.2000000","0.2137632","-4.4277364","-2.87105042826","-2.42374694443"," 0.28345809354"," 0.58356992498"," 0.00003293379"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1q","BTMG","PyFluor","0.2000000","0.2122740","-4.4663424","-2.8710504"," 0.0000000"," 0.8754462","-2.4707382"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","BTMG","4-Cl","0.2000000","0.3435778","-1.9986171","-2.8710504"," 1.3878470"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","BTPP","PyFluor","0.2000000","0.1740298","-5.6295901","-2.87105042826"," 1.38784698762"," 1.28617027124","-2.47073822204","-2.59751262814"," 0.00003926877","-0.36434532407"," 0.00000000000"
"1ai","DBU","4-NO2","0.2000000","0.2706907","-3.1871805","-2.8710504"," 6.1672988","-2.4450746"," 0.5835699","-4.6219242"," 0.0000000"," 0.0000000"," 0.0000000"
"1v","DBU","4-CF3","0.1900000","0.3015949","-2.6457338","-2.8710504"," 2.2545213","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","BTPP","4-CF3","0.1900000","0.3182632","-2.3786759","-2.8710504"," 1.3878470"," 1.2861703"," 0.4158699","-2.5975126"," 0.0000000"," 0.0000000"," 0.0000000"
"1f","MTBD","PBSF","0.1800000","0.08158882","-12.2558671"," -2.8710504283","-12.3725635021","  0.2834580935","  2.8621582657","  0.0001681180","  0.0005576389"," -0.1585952749","  0.0000000000"
"1k","MTBD","PyFluor","0.1800000","0.1470613","-6.7458900","-2.87105042826","-2.42374694443"," 0.28345809354","-2.47073822204"," 0.00003293379"," 0.68951359123"," 0.04664095520"," 0.00000000000"
"1q","MTBD","4-Cl","0.1800000","0.2372529","-3.8664979","-2.8710504"," 0.0000000"," 0.2834581","-1.3908598"," 0.0000000"," 0.0000000"," 0.1119543"," 0.0000000"
"1r","DBU","4-Cl","0.1800000","0.1918028","-5.0428666","-2.87105042826"," 4.82263124507","-2.44507457024","-1.39085984465","-2.84087489864"," 0.00006631007","-0.31770436888"," 0.00000000000"
"1u","MTBD","PBSF","0.1800000","0.2437049","-3.7259101","-2.8710504"," 1.3204795"," 0.2834581"," 2.8621583","-0.6099956","-4.5523647","-0.1585953"," 0.0000000"
"1u","BTMG","PBSF","0.1800000","0.3191207","-2.3653312","-2.8710504"," 1.3204795"," 0.8754462"," 2.8621583"," 0.0000000","-4.5523647"," 0.0000000"," 0.0000000"
"1v","BTPP","4-Cl","0.1800000","0.2882119","-2.8719627","-2.8710504"," 2.2545213"," 1.2861703","-1.3908598","-0.7127915","-1.6437026"," 0.2057500"," 0.0000000"
"1ai","DBU","PyFluor","0.1800000","0.2344389","-3.9294753","-2.8710504"," 6.1672988","-2.4450746","-2.4707382","-4.6219242"," 1.9943090"," 0.3177044"," 0.0000000"
"1f","BTMG","PBSF","0.1700000","0.08690524","-11.5054518"," -2.8710504283","-12.3725635021","  0.8754462055","  2.8621582657","  0.0000000000","  0.0005576389","  0.0000000000","  0.0000000000"
"1i","DBU","4-NO2","0.1700000","0.2024196","-4.7325708","-2.87105042826","-0.00001574707","-2.44507457024"," 0.58356992498"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1i","MTBD","4-Cl","0.1700000","0.2372522","-3.8665136","-2.87105042826","-0.00001574707"," 0.28345809354","-1.39085984465"," 0.00000000000"," 0.00000000000"," 0.11195431970"," 0.00000000000"
"1k","BTMG","PyFluor","0.1700000","0.1592430","-6.2005758","-2.8710504","-2.4237469"," 0.8754462","-2.4707382"," 0.0000000"," 0.6895136"," 0.0000000"," 0.0000000"
"1q","DBU","4-Cl","0.1700000","0.1414646","-7.0246892","-2.8710504"," 0.0000000","-2.4450746","-1.3908598"," 0.0000000"," 0.0000000","-0.3177044"," 0.0000000"
"1b","DBU","4-CF3","0.1700000","0.2533194","-3.5254670","-2.8710504"," 3.4448452","-2.4450746"," 0.4158699","-2.0700571"," 0.0000000"," 0.0000000"," 0.0000000"
"1r","DBU","PyFluor","0.1700000","0.3562926","-1.8172446","-2.8710504"," 4.8226312","-2.4450746","-2.4707382","-2.8408749"," 3.6701579"," 0.3177044"," 0.0000000"
"1aa","DBU","4-NO2","0.1700000","0.3836567","-1.4439274","-2.8710504"," 2.0239518","-2.4450746"," 0.5835699"," 1.2646758"," 0.0000000"," 0.0000000"," 0.0000000"
"1k","BTPP","PyFluor","0.1600000","0.1603617","-6.1541971","-2.8710504","-2.4237469"," 1.2861703","-2.4707382"," 0.0000000"," 0.6895136","-0.3643453"," 0.0000000"
"1w","MTBD","PyFluor","0.1600000","0.2455371","-3.6869065","-2.87105043","-1.00625482"," 0.28345809","-2.47073822"," 0.00000000"," 2.33103792"," 0.04664096"," 0.00000000"
"1x","BTPP","PBSF","0.1600000","0.2649450","-3.2959617","-2.8710504","-1.6091013"," 1.2861703"," 2.8621583"," 0.0000000","-3.1227338"," 0.1585953"," 0.0000000"
"1ah","BTPP","4-Cl","0.1600000","0.2322299","-3.9796556","-2.8710504"," 1.3878470"," 1.2861703","-1.3908598","-2.5975126"," 0.0000000"," 0.2057500"," 0.0000000"
"1ai","DBU","4-Cl","0.1600000","0.1783174","-5.4792299","-2.87105042826"," 6.16729877163","-2.44507457024","-1.39085984465","-4.62192423458"," 0.00008479893","-0.31770436888"," 0.00000000000"
"1ai","DBU","4-CF3","0.1600000","0.2618966","-3.3548806","-2.8710504"," 6.1672988","-2.4450746"," 0.4158699","-4.6219242"," 0.0000000"," 0.0000000"," 0.0000000"
"1w","DBU","PBSF","0.1500000","0.1696105","-5.7912595","-2.8710504","-1.0062548","-2.4450746"," 2.8621583"," 0.0000000","-2.3310379"," 0.0000000"," 0.0000000"
"1x","MTBD","PBSF","0.1500000","0.2066517","-4.6158644","-2.8710504","-1.6091013"," 0.2834581"," 2.8621583"," 0.0000000","-3.1227338","-0.1585953"," 0.0000000"
"1af","BTMG","4-Cl","0.1500000","0.3198115","-2.3546065","-2.8710504"," 1.0318576"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1i","DBU","4-CF3","0.1400000","0.1965699","-4.9002709","-2.87105042826","-0.00001574707","-2.44507457024"," 0.41586987605"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1n","MTBD","4-NO2","0.1400000","0.1799003","-5.4252355","-2.87105042826","-3.42119334180"," 0.28345809354"," 0.58356992498","-0.00002445335"," 0.00000471311"," 0.00000000000"," 0.00000000000"
"1ad","BTMG","4-NO2","0.1400000","0.5178087","0.2138672","-2.8710504"," 1.6259015"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","BTPP","4-Cl","0.1400000","0.3619610","-1.7381324","-2.8710504"," 1.0318576"," 1.2861703","-1.3908598"," 0.0000000"," 0.0000000"," 0.2057500"," 0.0000000"
"1ah","BTPP","4-NO2","0.1400000","0.3292062","-2.2109759","-2.8710504"," 1.3878470"," 1.2861703"," 0.5835699","-2.5975126"," 0.0000000"," 0.0000000"," 0.0000000"
"1i","DBU","PyFluor","0.1300000","0.1333129","-7.4691746","-2.87105042826","-0.00001574707","-2.44507457024","-2.47073822204"," 0.00000000000"," 0.00000000000"," 0.31770436888"," 0.00000000000"
"1p","BTPP","PBSF","0.1300000","0.1369484","-7.2648795","-2.8710504","-8.7007528"," 1.2861703"," 2.8621583"," 0.0000000"," 0.0000000"," 0.1585953"," 0.0000000"
"1x","DBU","PBSF","0.1300000","0.1384055","-7.1858018","-2.8710504","-1.6091013","-2.4450746"," 2.8621583"," 0.0000000","-3.1227338"," 0.0000000"," 0.0000000"
"1x","MTBD","PyFluor","0.1300000","0.2091951","-4.5474686","-2.87105043","-1.60910130"," 0.28345809","-2.47073822"," 0.00000000"," 2.07332229"," 0.04664096"," 0.00000000"
"1x","BTMG","PBSF","0.1300000","0.2373078","-3.8652810","-2.8710504","-1.6091013"," 0.8754462"," 2.8621583"," 0.0000000","-3.1227338"," 0.0000000"," 0.0000000"
"1ab","DBU","PBSF","0.1300000","0.05764603","-17.3472397"," -2.871050428","-14.893944230"," -2.445074570","  2.862158266","  0.000000000","  0.000671279","  0.000000000","  0.000000000"
"1ab","MTBD","PBSF","0.1300000","0.06767097","-14.7773023"," -2.871050428","-14.893944230","  0.283458094","  2.862158266","  0.000000000","  0.000671279"," -0.158595275","  0.000000000"
"1c","MTBD","4-NO2","0.1200000","0.1005414","-9.9413922","-2.87105042826","-6.64996100206"," 0.28345809354"," 0.58356992498","-1.28744711329"," 0.00003836401"," 0.00000000000"," 0.00000000000"
"1c","BTMG","4-NO2","0.1200000","0.1237240","-8.0619569","-2.87105042826","-6.64996100206"," 0.87544620546"," 0.58356992498"," 0.00000000000"," 0.00003836401"," 0.00000000000"," 0.00000000000"
"1c","BTPP","4-CF3","0.1200000","0.1274919","-7.8189713","-2.8710504","-6.6499610"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1n","BTMG","4-NO2","0.1200000","0.1988766","-4.8332229","-2.87105042826","-3.42119334180"," 0.87544620546"," 0.58356992498"," 0.00000000000"," 0.00000471311"," 0.00000000000"," 0.00000000000"
"1o","DBU","4-NO2","0.1200000","0.09172496","-10.8999640","-2.87105042826","-6.16742887866","-2.44507457024"," 0.58356992498"," 0.00000000000"," 0.00002000135"," 0.00000000000"," 0.00000000000"
"1o","MTBD","4-NO2","0.1200000","0.1220949","-8.1714313","-2.87105042826","-6.16742887866"," 0.28345809354"," 0.58356992498"," 0.00000000000"," 0.00002000135"," 0.00000000000"," 0.00000000000"
"1p","BTMG","PBSF","0.1200000","0.1272494","-7.8341988","-2.8710504","-8.7007528"," 0.8754462"," 2.8621583"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1b","DBU","PyFluor","0.1200000","0.2312449","-4.0022479","-2.8710504"," 3.4448452","-2.4450746","-2.4707382","-2.0700571"," 1.8062176"," 0.3177044"," 0.2859052"
"1x","DBU","PyFluor","0.1200000","0.1418482","-7.0049379","-2.8710504","-1.6091013","-2.4450746","-2.4707382"," 0.0000000"," 2.0733223"," 0.3177044"," 0.0000000"
